0  sortseq,0Sort,Call U,mode,band,Output,Input,Call,mNemonic,Location,Service Area,S,ERP,HASL,T/O,Sp,Tone,Notes,Note2,Offset,absoff,sign,tsign,tdup,trpt,longditude,latitude,maidenhead,distsyd,dirsyd,dirkat,distmel,disttmb,txpower,bank
20,6-DV,VK4RDK B,DV,DST,438.3125,432.9125,VK4RDK B,-,Mt Tamborine,Gold Coast,O,25,500,-,4BJT,-,96,,5.400,5.400,-,MINUS,DUP-,-RPT,153.1831131,-27.99672931,QG62oa10xs,677694,16.7,24.2,1331267.4,18467.4,5,
20,6-DV,VK4RDW B,DV,DST,438.3500,432.9500,VK4RDW B,-,Wongawallan,Gold Coast (G),O,25,400,-,4BJT,-,96,,5.400,5.400,-,MINUS,DUP-,-RPT,153.2598807,-27.88335908,QG62pc17ex,691841,17.0,24.4,1345918.7,19642.1,5,
20,6-DV,VK4RWN B,DV,DST,438.2250,432.8250,VK4RWN B,-,Springbrook,Gold Coast (G) 6/15,X,25,1010,3,WIA,-,79,96,5.400,5.400,-,MINUS,DUP-,-RPT,153.2888591,-28.23486197,QG61ps43pp,655308,18.2,25.9,1315003.6,46204.3,5,
20,6-DV,VK4RWN C,DV,DST,146.8375,146.2375,VK4RWN C,-,Springbrook,Gold Coast (G) 6/15,X,25,1010,3,WIA,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,153.2888591,-28.23486197,QG61ps43pp,655308,18.2,25.9,1315003.6,46204.3,5,
20,2-FM,VK4RAG 2,FM,2,147.1500,147.7500,VK4RAG,-,Spring Hill,Brisbane WICEN,O,80,90,3.5,4BWI,-,95,,-0.600,0.600,+,PLUS,DUP+,+RPT,153.0233264,-27.4603396,QG62mm29tm,731313,14.2,21.3,1373215.0,45573.5,5,
20,2-FM,VK4RAI 2,FM,2,146.9000,146.3000,VK4RAI,-,The Knobby,Ipswich,O,70,120,4.5,4WIP,-,47,,0.600,0.600,-,MINUS,DUP-,-RPT,152.5916327,-27.50226347,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.7,5,
20,2-FM,VK4RAX 2,FM,2,147.0750,147.6750,VK4RAX,-,Mt Cotton,Brisbane South,O,50,-,-,4WSS,-,95,,-0.600,0.600,+,PLUS,DUP+,+RPT,153.2155683,-27.61725915,QG62oj51uu,719094,16.0,23.1,1368409.1,31909.6,5,
20,2-FM,VK4RBN 2,FM,2,147.0000,146.4000,VK4RBN,-,Mt Glorious,Brisbane,O,60,-,2,4RC,91.5,94,,0.600,0.600,-,MINUS,DUP-,-RPT,152.7480128,-27.31528699,QG62iq94sh,741266,11.9,18.9,1373153.8,68820.7,5,
20,2-FM,VK4RBQ 2,FM,2,146.9500,146.3500,VK4RBQ,-,Mt Coot-tha,Brisbane 9/15,X,120,-,4,4WIG,91.5,48,,0.600,0.600,-,MINUS,DUP-,-RPT,152.9471176,-27.46317516,QG62lm38pu,729307,13.7,20.7,1369051.0,46485.2,5,
20,2-FM,VK4RBR 2,FM,2,147.9500,147.3500,VK4RBR,-,Mt Gravatt,Brisbane,O,110,80,-,4WIE,-,94,,0.600,0.600,-,MINUS,DUP-,-RPT,153.0917058,-27.52659402,QG62nl13ao,725768,14.9,22.0,1370473.8,38200.8,5,
20,2-FM,VK4RBS 2,FM,2,146.8750,146.2750,VK4RBS,-,Alexandra Hills,Redlands,O,25,70,3.5,4BAY,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,153.2315197,-27.54396419,QG62ok79sk,727348,16.0,23.0,1376124.7,39877.0,5,
20,2-FM,VK4RBT 2,FM,2,147.8000,147.2000,VK4RBT,-,Mt Tambourine,Gold Coast,O,100,1900,5,4WIF,-,94,,0.600,0.600,-,MINUS,DUP-,-RPT,153.2152258,-27.92257928,QG62ob58tn,686460,16.8,24.2,1339879.8,16258.2,5,
20,2-FM,VK4RGC 2,FM,2,146.7000,146.1000,VK4RGC,-,Springbrook,Gold Coast,O,150,1010,4,4WIG,123,48,,0.600,0.600,-,MINUS,DUP-,-RPT,153.2888591,-28.23486197,QG61ps43pp,655308,18.2,25.9,1315003.6,46204.3,5,
20,2-FM,VK4RKP 2,FM,2,146.7250,146.1250,VK4RKP,-,Mt Crosby,Ipswich,O,20,-,-,4AKP,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,152.7979195,-27.52745194,QG62jl53sj,719206,12.6,19.8,1355372.4,46000.1,5,
20,2-FM,VK4RLB 2,FM,2,147.6250,147.0250,VK4RLB,-,Woodridge,Brisbane South,O,25,60,4,4ARN,-,94,,0.600,0.600,-,MINUS,DUP-,-RPT,153.1001913,-27.6274108,QG62ni29ak,715135,15.2,22.3,1361414.2,27185.0,5,
20,2-FM,VK4RLW 2,FM,2,146.9750,146.3750,VK4RLW,-,Spring Mountain,Logan,O,25,-,5,4OD,91.5,,,0.600,0.600,-,MINUS,DUP-,-RPT,152.8790286,-27.71792408,QG62kg57lq,700290,13.6,21.0,1341425.8,24623.8,5,
20,2-FM,VK4RWM 2,FM,2,147.1750,147.7750,VK4RWM,-,North Ipswich,Ipswich WICEN,O,10,-,4,4WIP,-,95,,-0.600,0.600,+,PLUS,DUP+,+RPT,152.7582875,-27.59031207,QG62jj08xh,711590,12.4,19.7,1347384.8,43046.0,5,
20,3-FM,VK4RAG 7,FM,7,438.6250,433.6250,VK4RAG,-,Spring Hill,Brisbane WICEN,O,20,90,-,4BWI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,153.0233264,-27.4603396,QG62mm29tm,731313,14.2,21.3,1373215.0,45573.5,5,
20,3-FM,VK4RAI 7,FM,7,439.3250,434.3250,VK4RAI,-,The Knobby,Ipswich FM & P25,O,-,-,4,4WIP,91.5,49,,5.000,5.000,-,MINUS,DUP-,-RPT,152.5916327,-27.50226347,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.7,5,
20,3-FM,VK4RBA 7,FM,7,439.9500,434.9500,VK4RBA,-,Sunnybank,Brisbane,O,-,-,-,4BA,123,,,5.000,5.000,-,MINUS,DUP-,-RPT,153.0607759,-27.61252899,QG62mj72hx,715791,14.8,22.0,1360765.5,28557.5,5,
20,3-FM,VK4RBQ 7,FM,7,439.3000,434.3000,VK4RBQ,-,Mt Coot-Tha,Brisbane 9/15,X,-,-,-,4WIG,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,152.9471176,-27.46317516,QG62lm38pu,729307,13.7,20.7,1369051.0,46485.2,5,
20,3-FM,VK4RBR 7,FM,7,438.2750,433.2750,VK4RBR,-,Mt Gravatt,Brisbane,O,110,80,-,4WIE,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,153.0917058,-27.52659402,QG62nl13ao,725768,14.9,22.0,1370473.8,38200.8,5,
20,3-FM,VK4RBS 7,FM,7,439.7250,434.7250,VK4RBS,-,Alexandra Hills,Redlands,O,25,70,3.5,4BAY,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,153.2315197,-27.54396419,QG62ok79sk,727348,16.0,23.0,1376124.7,39877.0,5,
20,3-FM,VK4RBX 7,FM,7,438.4250,433.4250,VK4RBX,-,The Knobby,Ipswich,O,70,120,4.5,4AB,123,72,,5.000,5.000,-,MINUS,DUP-,-RPT,152.5916327,-27.50226347,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.7,5,
20,3-FM,VK4RGC 7,FM,7,438.6000,433.6000,VK4RGC,-,Springbrook,Gold Coast,O,150,1010,4,4WIG,123,84,,5.000,5.000,-,MINUS,DUP-,-RPT,153.2888591,-28.23486197,QG61ps43pp,655308,18.2,25.9,1315003.6,46204.3,5,
20,3-FM,VK4RLB 7,FM,7,438.7500,433.7500,VK4RLB,-,Woodridge,Logan,O,25,60,4,4ARN,-,3,,5.000,5.000,-,MINUS,DUP-,-RPT,153.1001913,-27.6274108,QG62ni29ak,715135,15.2,22.3,1361414.2,27185.0,5,
20,3-FM,VK4RLW 7,FM,7,438.5000,433.5000,VK4RLW,-,Spring Mountain,Logan,O,25,315,10,4OD,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,152.8790286,-27.71792408,QG62kg57lq,700290,13.6,21.0,1341425.8,24623.8,5,
20,3-FM,VK4RSM 7,FM,7,439.3000,434.3000,VK4RSM,-,Spring Mountain,Springfield,O,25,-,-,4AB,91.5,47,,5.000,5.000,-,MINUS,DUP-,-RPT,152.8790286,-27.71792408,QG62kg57lq,700290,13.6,21.0,1341425.8,24623.8,5,
20,3-FM,VK4RWM 7,FM,7,438.3750,433.3750,VK4RWM,-,North Ipswich,Ipswich,O,70,120,4.5,4WIP,91.5,47,,5.000,5.000,-,MINUS,DUP-,-RPT,152.7582875,-27.59031207,QG62jj08xh,711590,12.4,19.7,1347384.8,43046.0,5,
20,3-FM,VK4RWM 7,FM,7,439.9250,434.9250,VK4RWM,-,North Ipswich,Ipswich,O,5,60,-,4WIP,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,152.7582875,-27.59031207,QG62jj08xh,711590,12.4,19.7,1347384.8,43046.0,5,
20,3-FM,VK4RZA 7,FM,7,438.1000,433.1000,VK4RZA,-,Springbrook,Gold Coast,O,-,940,1,4BWI,91.5,70,,5.000,5.000,-,MINUS,DUP-,-RPT,153.2903511,-28.23262898,QG61ps44ue,655587,18.2,25.9,1315290.7,46059.7,5,
20,3-FM,VK4RZB 7,FM,7,438.2000,433.2000,VK4RZB,-,Mt Coot-tha,Brisbane,O,100,560,1,4BWI,91.5,70,,5.000,5.000,-,MINUS,DUP-,-RPT,152.9540427,-27.47974406,QG62lm44lu,727668,13.7,20.8,1367831.2,44538.8,5,
21,6-DV,VK4RAS B,DV,DST,439.9500,434.9500,VK4RAS B,-,Carborough Range,Moronbah,O,50,450,3,4WCH,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,148.3127279,-21.92074782,QG48db79ma,1354105,347.1,351.0,1790798.2,814932.6,5,
21,6-DV,VK4RBD C,DV,DST,146.6375,146.0375,VK4RBD C,-,Blackdown Tableland,Blackwater,O,50,950,3,4WCH,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,149.1168305,-23.77406759,QG46nf44af,1137103,349.1,353.7,1605868.2,601832.5,5,
21,6-DV,VK4RBY B,DV,DST,438.4500,433.4500,VK4RBY B,-,Black Mountain,Mackay,O,-,-,-,4WCH,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,149.0954654,-21.06403938,QG48nw14kp,1433993,351.1,354.8,1898738.6,854202.8,5,
21,6-DV,VK4RBY C,DV,DST,146.6500,146.0500,VK4RBY C,-,Black Mountain,Mackay,O,25,-,-,4WCH,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,149.0954654,-21.06403938,QG48nw14kp,1433993,351.1,354.8,1898738.6,854202.8,5,
21,6-DV,VK4RCN B,DV,DST,438.3250,432.9250,VK4RCN B,-,Mt Haren,Cairns (G),O,25,465,3,4HM,-,96,,5.400,5.400,-,MINUS,DUP-,-RPT,145.61219,-16.83652895,QH23td39lf,1968051,342.1,344.7,2325469.7,1441778.4,5,
21,6-DV,VK4RDS B,DV,DST,438.5500,433.3500,VK4RDS B,-,Wilkes Knob,Maleny (G),O,25,470,3,4KZK,-,,,5.200,5.200,-,MINUS,DUP-,-RPT,152.912493,-26.77817495,QG63kf93lf,802819,12.2,18.7,1432928.0,121898.3,5,
21,6-DV,VK4RDS C,DV,DST,146.7375,146.1375,VK4RDS C,-,Wilkes Knob,Maleny (G),O,25,470,3,4KZK,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,152.912493,-26.77817495,QG63kf93lf,802819,12.2,18.7,1432928.0,121898.3,5,
21,6-DV,VK4RSA B,DV,DST,438.2750,432.8750,VK4RSA B,-,Sarina,Mackay 1/16,T,50,460,3,4RM,-,,,5.400,5.400,-,MINUS,DUP-,-RPT,149.1695496,-21.49752105,QG48om00io,1385397,351.2,355.0,1853217.5,808164.3,5,
21,6-DV,VK4RUS B,DV,DST,438.4500,433.4500,VK4RUS B,-,Sarina,Sarina,O,50,175,3,4WCH,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,149.2376578,-21.39424773,QG48oo85mj,1395779,351.5,355.3,1865848.2,814952.1,5,
21,2-FM,VK4RAR 2,FM,2,146.7000,146.1000,VK4RAR,-,Mt Archer,Rockhampton,O,50,608,4,4WIR,91.5,,,0.600,0.600,-,MINUS,DUP-,-RPT,150.5765568,-23.33725543,QG56gp99eb,1168732,356.8,1.4,1691720.9,560716.3,5,
21,2-FM,VK4RAS 2,FM,2,146.8750,146.2750,VK4RAS,-,Carborough Range,Moranbah,O,50,450,3,4WCH,-,49,,0.600,0.600,-,MINUS,DUP-,-RPT,148.3127279,-21.92074782,QG48db79ma,1354105,347.1,351.0,1790798.2,814932.6,5,
21,2-FM,VK4RAT 2,FM,2,146.7000,146.1000,VK4RAT,-,Mt Stuart,Townsville,O,50,584,10,4WIT,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,146.7806848,-19.34383816,QH30jp37ql,1668026,343.6,346.7,2054632.9,1140757.7,5,
21,2-FM,VK4RBD 2,FM,2,146.9500,146.3500,VK4RBD,-,Blackdown Tableland,Blackwater,O,100,900,-,4WCH,91.5,49,,0.600,0.600,-,MINUS,DUP-,-RPT,149.1168305,-23.77406759,QG46nf44af,1137103,349.1,353.7,1605868.2,601832.5,5,
21,2-FM,VK4RBG 2,FM,2,147.8000,147.2000,VK4RBG,-,The Hummock,Bundaberg,O,20,100,5,4BW,-,94,,0.600,0.600,-,MINUS,DUP-,-RPT,152.4262926,-24.84247743,QG65fd17dt,1007337,7.1,12.4,1602321.7,341382.8,5,
21,2-FM,VK4RBM 2,FM,2,146.7750,146.1750,VK4RBM,-,Blue Mountain,Mackay,O,25,400,4,4WIM,91.5,42,,0.600,0.600,-,MINUS,DUP-,-RPT,148.9678826,-21.60064568,QG48lj65du,1377114,350.2,354.1,1837885.8,808374.9,5,
21,2-FM,VK4RBP 2,FM,2,147.1000,147.7000,VK4RBP,-,Butchers Creek,Atherton Tableland,O,25,600,4,4FUY,-,95,,-0.600,0.600,+,PLUS,DUP+,+RPT,145.6994147,-17.31681037,QH22uq33wx,1914356,341.9,344.6,2272585.6,1391495.8,5,
21,2-FM,VK4RBU 2,FM,2,146.8000,146.2000,VK4RBU,MtGoon,Mt Goonaneman,Bundaberg/Maryborough,O,20,620,4,4BW,-,44,,0.600,0.600,-,MINUS,DUP-,-RPT,152.1221314,-25.43309252,QG64bn46pb,939133,5.6,11.3,1530069.2,285745.8,5,
21,2-FM,VK4RCA 2,FM,2,146.9500,146.3500,VK4RCA,-,Mt Haren,Cairns,O,50,500,4,4HM,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,145.61219,-16.83652895,QH23td39lf,1968051,342.1,344.7,2325469.7,1441778.4,5,
21,2-FM,VK4RCC 2,FM,2,146.6250,146.0250,VK4RCC,-,Caboolture,Caboolture,O,-,-,-,4QD,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,152.8202094,-27.14555098,QG62ju85kb,761106,12.2,19.0,1393018.0,83752.2,5,
21,2-FM,VK4RCM 2,FM,2,146.7250,146.1250,VK4RCM,GymSth,Mt Boulder,Sunshine Cst/Maryboro,O,20,505,4,4GYM,91.5,,,0.600,0.600,-,MINUS,DUP-,-RPT,152.805384,-26.25252758,QG63jr69pj,858085,10.8,16.9,1478898.1,181033.0,5,
21,2-FM,VK4RCQ 2,FM,2,147.0000,146.4000,VK4RCQ,-,Banana Range,Monto,O,-,-,-,4RCQ,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,150.314482,-24.450308,QG55dn71rw,1047427,355.0,0.0,1566101.8,467893.4,5,
21,2-FM,VK4RCR 2,FM,2,146.8250,146.2250,VK4RCR,-,Braeside,Stanthorpe,O,10,1050,5,4AGJ,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,151.9252206,-28.39088095,QG51xo16ae,611074,6.6,15.1,1229401.1,125613.5,5,
21,2-FM,VK4RDD 2,FM,2,146.7500,146.1500,VK4RDD,-,O'Rourke's House,Toowoomba,O,35,702,4.25,4WID,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,151.9918837,-27.69125793,QG52xh94ac,688862,6.5,14.0,1300245.4,107218.6,5,
21,2-FM,VK4RED 2,FM,2,147.2500,147.8500,VK4RED,-,Dalby,Dalby,O,60,-,5,4BAD,-,95,,-0.600,0.600,+,PLUS,DUP+,+RPT,151.2519763,-27.21024521,QG52ps09fm,738082,0.3,7.4,1314888.9,193069.1,5,
21,2-FM,VK4REG 2,FM,2,146.9500,146.3500,VK4REG,-,Mt Mowbullan,Bunya Mtns,O,75,1700,5,4JV,91.5,,,0.600,0.600,-,MINUS,DUP-,-RPT,151.6007642,-26.88856258,QG53tc26cr,774633,2.9,9.7,1361896.0,180818.0,5,
21,2-FM,VK4REP 2,FM,2,147.0750,147.6750,VK4REP,-,Middlemount,Middlemount 1/16,T,83,-,-,4WCH,-,95,49,-0.600,0.600,+,PLUS,DUP+,+RPT,148.6745963,-22.80955075,QG47ie05wq,1250321,347.9,352.1,1700696.4,713477.7,5,
21,2-FM,VK4RET 2,FM,2,146.6750,146.0750,VK4RET,-,Mt Kiangarow,S Burnet & D/Downs,O,60,1145,5,4BAD,91.5,,,0.600,0.600,-,MINUS,DUP-,-RPT,151.5489115,-26.83066391,QG53se50up,780817,2.5,9.2,1365481.6,188816.0,5,
21,2-FM,VK4RGA 2,FM,2,146.9000,146.3000,VK4RGA,-,Kroombit Tops,Central Qld,O,83,1010,4,QGL,91.5,44,49,0.600,0.600,-,MINUS,DUP-,-RPT,150.9396977,-24.35662603,QG55lp24sj,1054529,358.5,3.6,1596094.4,443310.9,5,
21,2-FM,VK4RGA 2,FM,2,147.3750,147.9750,VK4RGA,-,Kroombit Tops,Central Qld,O,83,1010,4,QGL,91.5,49,95,-0.600,0.600,+,PLUS,DUP+,+RPT,150.9396977,-24.35662603,QG55lp24sj,1054529,358.5,3.6,1596094.4,443310.9,5,
21,2-FM,VK4RGT 2,FM,2,146.6250,146.0250,VK4RGT,-,Maurice Hill,Gladstone city,O,83,212,2,QGL,91.5,,,0.600,0.600,-,MINUS,DUP-,-RPT,151.2425543,-23.93597675,QG56ob95ci,1100804,0.2,5.0,1650306.0,472390.3,5,
21,2-FM,VK4RGY 2,FM,2,146.7750,146.1750,VK4RGY,Gympie,Gympie,Gympie & Wide Bay 6/15,P,0,-,-,4GYM,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,152.6714233,-26.1877767,QG63it04nw,862951,9.8,15.9,1479019.2,190387.6,5,
21,2-FM,VK4RHB 2,FM,2,146.6500,146.0500,VK4RHB,-,Ghost Hill,Hervey Bay,O,25,135,3,4CHB,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,152.8374443,-25.31061322,QG64kq05lk,961537,9.9,15.4,1573221.6,284471.2,5,
21,2-FM,VK4RHR 2,FM,2,146.9250,146.3250,VK4RHR,-,Hodgson Range,W Central Highlands,O,25,520,-,4WCH,-,49,,0.600,0.600,-,MINUS,DUP-,-RPT,148.0335589,-22.69269225,QG47ah43as,1276813,345.1,349.1,1701765.0,764878.9,5,
21,2-FM,VK4RHT 2,FM,2,146.6750,146.0750,VK4RHT,-,Hann Tableland,Atherton Tablelands,O,100,965,4,4WAT,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,145.2534593,-16.9145725,QH23pc00jm,1970270,340.9,343.6,2316147.3,1454353.6,5,
21,2-FM,VK4RKC 2,FM,2,145.6250,145.6250,VK4RKC,-,Oceanview,Brisbane North SSTV,O,100,530,-,4KI,-,41,,0.000,0.000,+,PLUS,DUP+,+RPT,152.8202094,-27.14555098,QG62ju85kb,761106,12.2,19.0,1393018.0,83752.2,5,
21,2-FM,VK4RKC 2,FM,2,147.9000,147.3000,VK4RKC,-,Oceanview,Brisbane North,O,100,530,5,4KI,-,9,94,0.600,0.600,-,MINUS,DUP-,-RPT,152.8202094,-27.14555098,QG62ju85kb,761106,12.2,19.0,1393018.0,83752.2,5,
21,2-FM,VK4RMI 2,FM,2,146.7000,146.1000,VK4RMI,-,Four Mile Hill,Mount Isa,O,20,500,3.5,4RMI,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,139.5583114,-20.71273734,PG99sg68xw,1855669,318.8,320.9,1966134.5,1581836.5,5,
21,2-FM,VK4RMK 2,FM,2,147.0000,146.4000,VK4RMK,-,Mt Blackwood,Mackay,O,25,320,5,4WIM,-,42,,0.600,0.600,-,MINUS,DUP-,-RPT,148.9433422,-21.03163824,QG48lx32ej,1439791,350.5,354.2,1899249.1,864718.6,5,
21,2-FM,VK4RMM 2,FM,2,147.1250,147.7250,VK4RMM,-,Stanthorpe,Stanthorpe,O,-,-,-,4BRC,-,95,,-0.600,0.600,+,PLUS,DUP+,+RPT,151.9469144,-28.65358139,QG51xi33pd,582386,7.1,16.0,1205358.8,139591.0,5,
21,2-FM,VK4RMP 2,FM,2,146.8000,146.2000,VK4RMP,-,Midge Point,Proserpine,O,-,-,-,4RM,-,49,,0.600,0.600,-,MINUS,DUP-,-RPT,148.6766306,-20.64762154,QG49ii14en,1486052,349.7,353.2,1936111.9,915300.8,5,
21,2-FM,VK4RNL 2,FM,2,147.2750,147.8750,VK4RNL,-,Doonan,N. Sunshine Coast,O,25,90,5,4NL,-,95,,-0.600,0.600,+,PLUS,DUP+,+RPT,152.9924871,-26.46213195,QG63lm99cc,838719,12.3,18.5,1467386.9,156173.8,5,
21,2-FM,VK4ROM 2,FM,2,146.6500,146.0500,VK4ROM,-,Grafton Range,Roma,O,30,550,-,4ROM,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,148.8421778,-26.57539992,QG43kk11bv,839791,343.7,349.5,1298280.0,441816.2,5,
21,2-FM,VK4RPU 2,FM,2,146.7500,146.1500,VK4RPU,-,Mt Perry,Monto,O,-,-,-,4PU,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,151.6880069,-25.19148493,QG54ut24nb,962853,2.9,8.4,1537049.0,326810.0,5,
21,2-FM,VK4RRC 2,FM,2,146.9250,146.3250,VK4RRC,-,Wamuran,Redcliffe,O,25,230,5,4RC,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,152.8231054,-27.03671622,QG62jx81se,772990,12.0,18.7,1403626.0,95308.4,5,
21,2-FM,VK4RRR 2,FM,2,146.9750,146.3750,VK4RRR,-,Mt Seaview,N Central Highlands,O,50,-,3,4WCH,-,49,,0.600,0.600,-,MINUS,DUP-,-RPT,148.7107986,-21.44095148,QG48in54he,1398808,349.3,353.0,1850267.1,837107.4,5,
21,2-FM,VK4RSA 2,FM,2,146.6750,146.0750,VK4RSA,-,Sarina,Mackay,O,25,400,4,4RM,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,149.1695496,-21.49752105,QG48om00io,1385397,351.2,355.0,1853217.5,808164.3,5,
21,2-FM,VK4RSC 2,FM,2,146.8500,146.2500,VK4RSC,-,Wilkes Knob,Sunshine Coast South,O,15,470,4.5,4WIS,91.5,45,,0.600,0.600,-,MINUS,DUP-,-RPT,152.912493,-26.77817495,QG63kf93lf,802819,12.2,18.7,1432928.0,121898.3,5,
21,2-FM,VK4RSL 2,FM,2,146.8250,146.2250,VK4RSL,-,Noosa Heads,Sunshine Coast North,O,25,100,4.5,4WIS,91.5,45,,0.600,0.600,-,MINUS,DUP-,-RPT,153.0975279,-26.38926797,QG63no16qn,848743,12.9,19.0,1479530.6,164139.2,5,
21,2-FM,VK4RSP 2,FM,2,146.8250,146.2250,VK4RSP,-,Roddas Lookout,Springsure,O,100,-,-,4WCH,-,49,,0.600,0.600,-,MINUS,DUP-,-RPT,148.1542224,-24.14237405,QG45bu85mt,1118058,343.8,348.3,1545705.4,641638.4,5,
21,3-FM,VK4RAR 7,FM,7,438.2250,433.2250,VK4RAR,-,Mt Archer,Rockhampton,O,25,608,4,4WIR,91.5,49,,5.000,5.000,-,MINUS,DUP-,-RPT,150.5765568,-23.33725543,QG56gp99eb,1168732,356.8,1.4,1691720.9,560716.3,5,
21,3-FM,VK4RAT 7,FM,7,438.2250,433.2250,VK4RAT,-,Mt Stuart,Townsville,O,10,584,10,4WIT,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,146.7806848,-19.34383816,QH30jp37ql,1668026,343.6,346.7,2054632.9,1140757.7,5,
21,3-FM,VK4RBK 7,FM,7,439.9000,434.9000,VK4RBK,-,Tolga,Atherton Tableland,O,-,937,4,4WAT,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.4472632,-17.22296332,QH22rs36ql,1931711,341.2,343.9,2282329.3,1414479.8,5,
21,3-FM,VK4RBM 7,FM,7,439.3000,434.3000,VK4RBM,-,Blue Mountain,Mackay 6/15,T,25,-,-,4WIM,-,42,,5.000,5.000,-,MINUS,DUP-,-RPT,148.9678826,-21.60064568,QG48lj65du,1377114,350.2,354.1,1837885.8,808374.9,5,
21,3-FM,VK4RBP 7,FM,7,439.7750,434.7750,VK4RBP,-,Butchers Creek,Atherton Tableland,O,25,600,4,4FUY,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.6994147,-17.31681037,QH22uq33wx,1914356,341.9,344.6,2272585.6,1391495.8,5,
21,3-FM,VK4RBP 7,FM,7,439.9250,434.9250,VK4RBP,-,Butchers Creek,Atherton Tableland,O,-,600,-,4FUY,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.6994147,-17.31681037,QH22uq33wx,1914356,341.9,344.6,2272585.6,1391495.8,5,
21,3-FM,VK4RBU 7,FM,7,438.7750,433.7750,VK4RBU,MtGoon,Mt Goonaneman,Bundaberg/Maryborough,O,10,620,4,4BW,-,99,,5.000,5.000,-,MINUS,DUP-,-RPT,152.1221314,-25.43309252,QG64bn46pb,939133,5.6,11.3,1530069.2,285745.8,5,
21,3-FM,VK4RBW 7,FM,7,439.7750,434.7750,VK4RBW,BundaN,Watalgan,N Bundaberg,O,50,-,4,4BW,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,151.9620524,-24.7013388,QG55xh51kq,1018655,4.3,9.6,1597829.2,367837.5,5,
21,3-FM,VK4RCA 7,FM,7,439.8500,434.8500,VK4RCA,-,Cairns,Cairns,O,50,50,4,4HM,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.61219,-16.83652895,QH23td39lf,1968051,342.1,344.7,2325469.7,1441778.4,5,
21,3-FM,VK4RCQ 7,FM,7,439.8750,434.8750,VK4RCQ,-,Banana Range,Monto,O,-,-,-,4RCQ,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,150.314482,-24.450308,QG55dn71rw,1047427,355.0,0.0,1566101.8,467893.4,5,
21,3-FM,VK4RDD 7,FM,7,439.2750,434.2750,VK4RDD,-,O'Rourke's House,Toowoomba,O,35,702,4.25,4WID,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,151.9918837,-27.69125793,QG52xh94ac,688862,6.5,14.0,1300245.4,107218.6,5,
21,3-FM,VK4REG 7,FM,7,438.6500,433.6500,VK4REG,-,Mt Mowbullan,Bunya Mtns,O,100,1700,5,4JV,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,151.6007642,-26.88856258,QG53tc26cr,774633,2.9,9.7,1361896.0,180818.0,5,
21,3-FM,VK4RET 7,FM,7,438.7000,433.7000,VK4RET,-,Mt Kiangarow,S Burnet & D/Downs,O,12,1145,5,4BAD,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,151.5489115,-26.83066391,QG53se50up,780817,2.5,9.2,1365481.6,188816.0,5,
21,3-FM,VK4RGL 7,FM,7,439.8000,434.8000,VK4RGL,-,Lady Larcom,Gladstone,O,150,330,2.5,4HN,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,151.1252439,-23.80434418,QG56ne56aw,1115407,359.6,4.4,1660062.1,490441.3,5,
